date,file,chrom,dc_trap,mfc,src1,src2,signal,vialstart,trapstart,eject,vial,MINS_ELAPSED,rh,SOLUTION_ID,wt_frac,nh3_bubbler,MZ84,MZ85,MZ283,note,dc_spring,ac_spring_f1,ac_spring_a1,ac_spring_f2,ac_spring_a2,dc_spring_after,ac_spring_f1_after,ac_spring_a1_after,ac_spring_f2_after,ac_spring_a2_after,data_path,code,comptype,compnum,p84_j,p85_j,p283_j,n84_j,n84,n85_j,n85,bad_data,nh3_vial,naoh_vial
181203,7,0.55,656,280,,,1,,12/3/18 13:00,12/3/18 14:17,,77,65,bd10hg15ss05_001,0.3,,29.4516129,247.1612903,16860.06452,,20,67,4.95,59,4.43,16,67,4.98,58,4.51,C:/MassCenter DataORG/DropletMSProject.7pj/181203.7fl\Data007.7rw,181203_007_0.6,bd10hg15ss05,1,,,,,0.001746827,,0.01465957,,,
181203,8,0.4,679,287,,,1,,12/3/18 14:21,12/3/18 17:17,,176,65,bd10hg15ss05_001,0.3,,40.41935484,347.8387097,13262.64516,,26,51,4.98,42,4.44,19,45,4.99,40,4.8,C:/MassCenter DataORG/DropletMSProject.7pj/181203.7fl\Data008.7rw,181203_008_0.4,bd10hg15ss05,1,,,,,0.003047609,,0.026226948,,,
181204,1,0.35,651,295,,,1,,12/4/18 10:34,12/4/18 14:18,,224,65,bd10hg15ss05_001,0.3,,13.96774194,429.3225806,28486.09677,,20,84,4.92,73,4.21,21,70,4.96,59,4.23,C:/MassCenter DataORG/DropletMSProject.7pj/181204.7fl\Data001.7rw,181204_001_0.3,bd10hg15ss05,1,,,,,0.000490335,,0.015071303,,,
181210,2,0.45,692,311,,,1,,12/10/18 14:52,12/10/18 15:25,,33.00000006,5,bd10hg20_008,0.3,,20.73333333,463.4516129,15020.06452,,17,72,4.92,62,4.29,12,79,4.95,68,4.45,C:/MassCenter DataORG/DropletMSProject.7pj/181210.7fl\Data002.7rw,181210_002_0.5,bd10hg20,8,,,,,0.001380376,,0.030855501,,,
181210,3,0.4,653,305,,,1,,12/10/18 15:27,12/10/18 16:03,,35.99999999,5,bd10hg20_008,0.3,,21.64516129,1267.096774,46182.80645,,30,72,4.91,64,4.24,23,80,5,70,4.31,C:/MassCenter DataORG/DropletMSProject.7pj/181210.7fl\Data003.7rw,181210_003_0.4,bd10hg20,8,,,,,0.000468684,,0.027436548,,,
181211,1,0.4,654,312,,,1,,12/11/18 10:18,12/11/18 10:44,,25.99999993,63,bd15hg14sc02_001,0.3,,23.5,901.3870968,11444.41935,,20,73,4.96,64,4.31,14,77,4.96,66,4.32,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data001.7rw,181211_001_0.4,bd15hg14sc02,1,,,,,0.002053403,,0.078762152,,,
181211,2,0.45,687,313,,,1,,12/11/18 10:49,12/11/18 11:12,,23.00000012,63,bd15hg14sc02_001,0.3,,17.41935484,2011.645161,20914.58065,,30,71,4.97,64,4.36,27,74,4.93,68,4.41,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data002.7rw,181211_002_0.5,bd15hg14sc02,1,,,,,0.000832881,,0.096183863,,,
181211,3,0.5,660,293,,,1,,12/11/18 11:21,12/11/18 12:16,,54.99999993,63,bd15hg14sc02_001,0.3,,27.5483871,2377.483871,28572.41935,,36,59,4.92,53,4.37,30,63,4.98,55,4.3,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data003.7rw,181211_003_0.5,bd15hg14sc02,1,,,,,0.00096416,,0.08320905,,,
181211,4,0.4,668,354,,,1,,12/11/18 12:25,12/11/18 13:17,,51.99999998,63,bd15hg14sc02_001,0.3,,35.67741935,989.3548387,12962.87097,,20,88,4.94,80,4.27,18,95,4.94,83,4.2,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data004.7rw,181211_004_0.4,bd15hg14sc02,1,,,,,0.002752278,,0.076322201,,,
181211,5,0.4,697,365,,,1,,12/11/18 13:24,12/11/18 13:38,,14.00000012,63,bd15hg14sc02_001,0.3,,28.29032258,1088.903226,13440.87097,,20,93,4.94,83,4.19,17,97,4.93,86,4.21,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data005.7rw,181211_005_0.4,bd15hg14sc02,1,,,,,0.002104798,,0.081014335,,,
181211,6,0.4,658,324,,,1,,12/11/18 13:43,12/11/18 13:57,,13.99999997,63,bd15hg14sc02_001,0.3,,40.32258065,2307.483871,23811.74194,,31,74,4.95,66,4.22,28,77,4.97,69,4.26,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data006.7rw,181211_006_0.4,bd15hg14sc02,1,,,,,0.001693391,,0.096905295,,,
181211,7,0.4,703,343,,,1,,12/11/18 14:01,12/11/18 14:08,,6.999999991,63,bd15hg14sc02_001,0.3,,36.64516129,853.483871,10460.51613,,15,85,4.96,75,4.32,13,88,4.92,75,4.2,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data007.7rw,181211_007_0.4,bd15hg14sc02,1,,,,,0.003503189,,0.08159099,,,
181211,8,0.55,717,311,,,1,,12/11/18 14:16,12/11/18 14:25,,8.999999862,63,bd15hg14sc02_001,0.3,,25.67741935,1345.258065,12124.12903,,30,63,4.98,54,4.29,27,64,4.98,54,4.22,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data008.7rw,181211_008_0.6,bd15hg14sc02,1,,,,,0.002117877,,0.110957089,,,
181211,9,0.5,683,353,,,1,,12/11/18 14:34,12/11/18 16:26,,112,63,bd15hg14sc02_001,0.3,,73.4516129,532.516129,11527.29032,,20,90,4.95,83,4.42,13,97,4.92,85,4.17,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data009.7rw,181211_009_0.5,bd15hg14sc02,1,,,,,0.006371976,,0.046196124,,,
181211,10,0.35,706,326,,,1,,12/11/18 16:36,12/11/18 18:33,,117,63,bd15hg14sc02_001,0.3,,97.07142857,657.8387097,17643.32258,,20,70,4.96,61,4.25,16,71,4.93,59,4.19,C:/MassCenter DataORG/DropletMSProject.7pj/181211.7fl\Data010.7rw,181211_010_0.3,bd15hg14sc02,1,,,,,0.005501879,,0.037285421,,,
181212,1,0.4,706,305,,,1,,12/12/18 9:14,12/12/18 10:31,,76.99999997,16,bd15hg14sc02_001,0.3,,41,724.2258065,11129.58065,,26,57,4.98,52,4.58,16,57,4.95,50,4.58,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data001.7rw,181212_001_0.4,bd15hg14sc02,1,,,,,0.003683876,,0.065072156,,,
181212,2,0.45,717,313,,,1,,12/12/18 10:37,12/12/18 11:57,,80.00000007,16,bd15hg14sc02_001,0.3,,40.12903226,701.8387097,13722.96774,,20,60,4.98,52,4.47,17,60,4.98,51,4.47,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data002.7rw,181212_002_0.5,bd15hg14sc02,1,,,,,0.002924224,,0.051143362,,,
181212,5,2,660,335,,,1,,12/12/18 13:53,12/12/18 13:55,,1.833333406,16,bd15hg14sc02_001,0.3,,60.64,1383.935484,13883.45161,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_2.0,bd15hg14sc02,1,,,,,0.00436779,,0.099682379,,,
181212,5,4.8,690,340,,,1,,12/12/18 13:56,12/12/18 13:58,,1.500000047,16,bd15hg14sc02_001,0.3,,53,1450.225806,12083.09677,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_4.8,bd15hg14sc02,1,,,,,0.004386293,,0.120021037,,,
181212,5,8,620,340,,,1,,12/12/18 13:59,12/12/18 14:01,,2.016666719,16,bd15hg14sc02_001,0.3,,37.58064516,1209.354839,13385.16129,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_8.0,bd15hg14sc02,1,,,,,0.002807635,,0.090350412,,,
181212,5,11.5,690,317,,,1,,12/12/18 14:03,12/12/18 14:05,,1.833333406,16,bd15hg14sc02_001,0.3,,57.4516129,2301.032258,22363.64516,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_11.5,bd15hg14sc02,1,,,,,0.002568974,,0.102891646,,,
181212,5,14.3,710,325,,,1,,12/12/18 14:06,12/12/18 14:07,,1.783333289,16,bd15hg14sc02_001,0.3,,32.29032258,1388.870968,19103.22581,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_14.3,bd15hg14sc02,1,,,,,0.001690307,,0.072703479,,,
181212,5,17.2,680,295,,,1,,12/12/18 14:08,12/12/18 14:10,,1.833333259,16,bd15hg14sc02_001,0.3,,37.83870968,1753.677419,20247.54839,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_17.2,bd15hg14sc02,1,,,,,0.001868805,,0.08661184,,,
181212,5,28,680,307,,,1,,12/12/18 14:19,12/12/18 14:21,,2.333333386,16,bd15hg14sc02_001,0.3,,51.29032258,2049.967742,20454.64516,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_28.0,bd15hg14sc02,1,,,,,0.002507515,,0.100220157,,,
181212,5,30.6,690,350,,,1,,12/12/18 14:22,12/12/18 14:24,,1.916666633,16,bd15hg14sc02_001,0.3,,,1492.290323,13283.77419,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data005.7rw,181212_005_30.6,bd15hg14sc02,1,,,,,,,0.112339332,,,
181212,6,11.6,718,298,,,1,,12/12/18 14:35,12/12/18 14:39,,4.000000034,63,bd15hg14sc02_001,0.3,,58.77419355,1020.064516,10411.22581,,18,54,5,50,4.8,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data006.7rw,181212_006_11.6,bd15hg14sc02,1,,,,,0.005645271,,0.097977369,,,
181212,6,19.5,716,315,,,1,,12/12/18 14:43,12/12/18 14:47,,4.000000034,63,bd15hg14sc02_001,0.3,,64.71428571,2587.709677,43171.70968,,26,73,4.98,64,4.28,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data006.7rw,181212_006_19.5,bd15hg14sc02,1,,,,,0.001498998,,0.05993994,,,
181212,6,26.5,642,310,,,1,,12/12/18 14:50,12/12/18 14:54,,3.999999887,63,bd15hg14sc02_001,0.3,,56.48387097,1757.483871,19665.80645,,22,81,5,70,4.27,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data006.7rw,181212_006_26.5,bd15hg14sc02,1,,,,,0.002872187,,0.089367496,,,
181212,7,0.35,692,312,,,1,,12/12/18 14:58,12/12/18 15:43,,45,64,bd15hg14sc02_001,0.3,,54.5,922.7096774,19348.67742,,19,66,4.99,54,4.29,12,66,4.87,54,4.35,C:/MassCenter DataORG/DropletMSProject.7pj/181212.7fl\Data007.7rw,181212_007_0.3,bd15hg14sc02,1,,,,,0.00281673,,0.047688514,,,
181217,1,0.38,673,301,,,1,,12/17/18 8:27,12/17/18 11:53,,206.0000001,63,bd15hg14sc02_001,0.3,,24.77419355,285.6451613,18039.74194,,20,81,4.95,72,4.31,13,80,4.94,67,4.22,C:/MassCenter DataORG/DropletMSProject.7pj/181217.7fl\Data001.7rw,181217_001_0.4,bd15hg14sc02,1,,,,,0.001373312,,0.015834215,,,
181217,2,0.36,615,287,,,1,,12/17/18 11:57,12/17/18 14:16,,138.9999999,63,bd15hg14sc02_001,0.3,,25.74193548,673.9677419,23988.58065,,19,67,4.96,57,4.45,14,65,4.98,54,4.5,C:/MassCenter DataORG/DropletMSProject.7pj/181217.7fl\Data002.7rw,181217_002_0.4,bd15hg14sc02,1,,,,,0.001073091,,0.028095357,,,
190109,1,0.45,670,257,,,1,,1/9/19 14:26,1/9/19 16:06,,99.99999999,63,bd10hg20_008,0.3,,18,1003.451613,52589.3871,,20,72,4.92,63,4.35,18,53,4.99,46,4.68,C:/MassCenter DataORG/DropletMSProject.7pj/190109.7fl\Data001.7rw,190109_001_0.5,bd10hg20,8,,,,,0.000342274,,0.019080877,,,
190110,3,0.45,713,316,,,1,,1/10/19 12:32,1/10/19 13:45,,73,63,bd10hg20_008,0.3,,27.5,276.3870968,14197.3871,,17,79,4.93,67,4.21,13,76,4.95,65,4.34,C:/MassCenter DataORG/DropletMSProject.7pj/190110.7fl\Data003.7rw,190110_003_0.5,bd10hg20,8,,,,,0.001936976,,0.019467462,,,
190111,1,0.35,659,320,,,1,,1/11/19 9:20,1/11/19 9:31,,10.99999999,63,bd10hg20_008,0.3,,17.10714286,236.516129,3051.774194,,10,80,4.96,64,4.24,10,80,5,64,4.36,C:/MassCenter DataORG/DropletMSProject.7pj/190111.7fl\Data001.7rw,190111_001_0.3,bd10hg20,8,,,,,0.005605638,,0.077501189,,,
190111,2,0.4,664,305,,,1,,1/11/19 9:35,1/11/19 9:48,,13,63,bd10hg20_008,0.3,,10,572.516129,15460.87097,,17,75,4.99,64,4.27,14,75,4.94,64,4.34,C:/MassCenter DataORG/DropletMSProject.7pj/190111.7fl\Data002.7rw,190111_002_0.4,bd10hg20,8,,,,,0.000646794,,0.037030005,,,
190111,5,0.4,636,353,,,1,,1/11/19 16:18,1/11/19 16:40,,22,63,bd10hg20_008,0.3,,27.77419355,386.7741935,6328.225806,,18,84,4,80,3.71,16,85,4.08,80,3.7,C:/MassCenter DataORG/DropletMSProject.7pj/190111.7fl\Data005.7rw,190111_005_0.4,bd10hg20,8,,,,,0.004388938,,0.061118899,,,
190122,3,0.45,520,250,,,1,,1/22/19 13:30,1/22/19 17:53,,263,63,bd10hg20_008,0.3,,16.77419355,394.0645161,7071.967742,,35,76,4.97,70,4.33,46,63,4.96,58,4.39,C:/MassCenter DataORG/DropletMSProject.7pj/190122.7fl\Data003.7rw,190122_003_0.5,bd10hg20,8,,,,,0.002371927,,0.055722047,,,
190123,2,0.4,680,280,,,1,,1/23/19 8:46,1/23/19 12:15,,209,61,bd10hg20_008,0.3,,22.51612903,103.0322581,6356.709677,,20,80,4.93,70,4.31,16,67,4.93,56,4.32,C:/MassCenter DataORG/DropletMSProject.7pj/190123.7fl\Data002.7rw,190123_002_0.4,bd10hg20,8,,,,,0.003542104,,0.016208426,,,
190123,3,0.4,560,280,,,1,,1/23/19 14:39,1/23/19 17:08,,149,55,bd10hg20_008,0.3,,23.64516129,639.3225806,23115.51613,,31,84,5.01,78,4.34,36,73,4.98,66,4.3,C:/MassCenter DataORG/DropletMSProject.7pj/190123.7fl\Data003.7rw,190123_003_0.4,bd10hg20,8,,,,,0.001022913,,0.027657725,,,
190128,3,0.3,630,345,,,1,,1/28/19 11:28,1/28/19 11:45,,17,61,bd10hg20_008,0.3,,17.24137931,1277.290323,6382.451613,,30,85,4.85,80,4.27,31,84,4.96,79,4.31,C:/MassCenter DataORG/DropletMSProject.7pj/190128.7fl\Data003.7rw,190128_003_0.3,bd10hg20,8,,,,,0.002701373,,0.200125344,,,
190128,4,0.3,630,345,,,1,,1/28/19 11:49,1/28/19 13:22,,93,60,bd10hg20_008,0.3,,19.06451613,1020.870968,10008.93548,,33,83,4.99,79,4.33,33,80,4.97,74,4.37,C:/MassCenter DataORG/DropletMSProject.7pj/190128.7fl\Data004.7rw,190128_004_0.3,bd10hg20,8,,,,,0.00190475,,0.101995958,,,
190128,5,0.4,550,310,,,1,,1/28/19 13:27,1/28/19 13:46,,19,60,bd10hg20_008,0.3,,20.09677419,4661.806452,43259.6129,,40,72,4.96,65,4.15,40,74,5.03,67,4.22,C:/MassCenter DataORG/DropletMSProject.7pj/190128.7fl\Data005.7rw,190128_005_0.4,bd10hg20,8,,,,,0.000464562,,0.107763481,,,
190128,6,0.35,670,278,,,1,,1/28/19 14:38,1/28/19 15:42,,64,60,bd10hg20_008,0.3,,18.26315789,152.8709677,773.6451613,,21,68,4.98,58,4.34,16,67,4.97,54,4.23,C:/MassCenter DataORG/DropletMSProject.7pj/190128.7fl\Data006.7rw,190128_006_0.3,bd10hg20,8,,,,,0.023606634,,0.197598299,,,
190129,1,0.3,615,325,,,1,,1/29/19 9:33,1/29/19 10:52,,79,62,bd10hg20_008,0.3,,19.51612903,1007.741935,12118.32258,,35,83,5,78,4.36,33,80,4.88,72,4.16,C:/MassCenter DataORG/DropletMSProject.7pj/190129.7fl\Data001.7rw,190129_001_0.3,bd10hg20,8,,,,,0.001610465,,0.083158534,,,
190129,2,0.35,570,330,,,1,,1/29/19 10:56,1/29/19 11:05,,8.999999998,60,bd10hg20_008,0.3,,19.29032258,2280.419355,12649.96774,,34,81,5.06,74,4.26,32,82,4.94,74,4.23,C:/MassCenter DataORG/DropletMSProject.7pj/190129.7fl\Data002.7rw,190129_002_0.3,bd10hg20,8,,,,,0.001524931,,0.180270764,,,
190129,3,0.3,655,270,,,1,,1/29/19 11:10,1/29/19 15:05,,235,61,bd10hg20_008,0.3,,16.83870968,111.0645161,3537.935484,,25,79,4.91,71,4.28,39,68,5,61,4.26,C:/MassCenter DataORG/DropletMSProject.7pj/190129.7fl\Data003.7rw,190129_003_0.3,bd10hg20,8,,,,,0.004759473,,0.031392465,,,
190129,4,0.35,569,265,,,1,,1/29/19 15:09,1/29/19 15:15,,5.999999999,59,bd10hg20_008,0.3,,14.75,1923.903226,9908.032258,,42,66,4.98,60,4.25,39,68,5,61,4.26,C:/MassCenter DataORG/DropletMSProject.7pj/190129.7fl\Data004.7rw,190129_004_0.3,bd10hg20,8,,,,,0.001488691,,0.194176116,,,
190129,5,0.3,650,285,,,1,,1/29/19 15:23,1/29/19 16:26,,63,58,bd10hg20_008,0.3,,24.5483871,222.0967742,3311.387097,,27,73,4.95,64,4.18,28,73,4.98,64,4.28,C:/MassCenter DataORG/DropletMSProject.7pj/190129.7fl\Data005.7rw,190129_005_0.3,bd10hg20,8,,,,,0.007413325,,0.067070617,,,
190130,4,0.3,545,245,,,1,,1/30/19 13:06,1/30/19 16:46,,220,62,bd10hg15ss05_001,0.3,,20.96774194,332.4516129,5758.387097,,28,84,4.69,79,4.2,34,70,5.02,61,4.19,C:/MassCenter DataORG/DropletMSProject.7pj/190130.7fl\Data004.7rw,190130_004_0.3,bd10hg15ss05,1,,,,,0.003641253,,0.05773346,,,
190131,1,0.3,600,300,,,1,,1/31/19 10:36,1/31/19 13:28,,172,63,bd10hg15ss05_001,0.3,,24.58064516,1229,33151.77419,,38,77,4.98,70,4.08,40,71,4.99,65,4.31,C:/MassCenter DataORG/DropletMSProject.7pj/190131.7fl\Data001.7rw,190131_001_0.3,bd10hg15ss05,1,,,,,0.000741458,,0.037071922,,,
190131,2,0.4,670,310,,,1,,1/31/19 13:38,1/31/19 15:21,,103,62,bd10hg15ss05_001,0.3,,24.13333333,886.8064516,7980.612903,,29,83,4.93,74,4.14,27,80,5,90,4.15,C:/MassCenter DataORG/DropletMSProject.7pj/190131.7fl\Data002.7rw,190131_002_0.4,bd10hg15ss05,1,,,,,0.003023995,,0.111120093,,,
190131,3,0.25,645,300,,,1,,1/31/19 15:27,1/31/19 17:55,,148,62,bd10hg15ss05_001,0.3,,14.25806452,776.9230769,9878.833333,,34,80,4.92,72,4.17,35,74,5,64,4.06,C:/MassCenter DataORG/DropletMSProject.7pj/190131.7fl\Data003.7rw,190131_003_0.2,bd10hg15ss05,1,,,,,0.001443294,,0.078645226,,,
190201,1,0.3,590,350,,,1,,2/1/19 8:11,2/1/19 9:44,,93,62,bd10hg15ss05_001,0.3,,24.66666667,1757.290323,20919.54839,,30,85,4.87,80,4.04,29,88,4.96,79,4.1,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data001.7rw,190201_001_0.3,bd10hg15ss05,1,,,,,0.00117912,,0.084002307,,,
190201,2,0.3,605,315,,,1,,2/1/19 10:03,2/1/19 12:04,,121,61,bd10hg15ss05_001,0.3,,34.03225806,2304.354839,26902.77419,,33,83,4.92,75,4.12,35,77,4.98,69,4.14,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data002.7rw,190201_002_0.3,bd10hg15ss05,1,,,,,0.001265009,,0.085654915,,,
190201,3,0.3,,,,,1,,2/1/19 12:14,2/1/19 13:15,,61,62,bd10hg15ss05_001,0.3,,19.83870968,1076.387097,10845.67742,,37,72,4.97,64,4.19,31,73,4.97,64,4.13,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data003.7rw,190201_003_0.3,bd10hg15ss05,1,,,,,0.001829181,,0.099245723,,,
190201,4,34.5,,,,,1,,2/1/19 13:52,2/1/19 13:54,,2.083333328,9,bd10hg15ss05_001,0.3,,25.61290323,6702.935484,14049,,,,,,,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data004.7rw,190201_004_34.5,bd10hg15ss05,1,,,,,0.001823112,,0.477111217,,,
190201,5,0.3,,,,,1,,2/1/19 14:02,2/1/19 16:10,,128,62,bd10hg15ss05_001,0.3,,24.93548387,2292.419355,28621.06452,,37,79,4.97,72,4.17,38,74,4.96,66,4.11,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data005.7rw,190201_005_0.3,bd10hg15ss05,1,,,,,0.000871228,,0.080095531,,,
190201,6,0.45,,,,,1,,2/1/19 16:16,2/1/19 16:20,,4.000000003,55,bd10hg15ss05_001,0.3,,31.29032258,8438.322581,29026.80645,,39,70,4.96,63,4.16,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data006.7rw,190201_006_0.5,bd10hg15ss05,1,,,,,0.00107798,,0.290707922,,,
190201,7,0.35,,,,,1,,2/1/19 16:33,2/1/19 16:37,,4.000000003,62,bd10hg15ss05_001,0.3,,32.51612903,1302.548387,2608.870968,,33,85,4.97,77,4.07,,,,,,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data007.7rw,190201_007_0.3,bd10hg15ss05,1,,,,,0.012463679,,0.499276662,,,
190201,8,0.3,580,320,,,1,,2/1/19 16:39,2/1/19 17:05,,26,62,bd10hg15ss05_001,0.3,,17.51612903,1589,6885.064516,,40,73,4.96,67,4.23,40,75,4.99,67,4.1,C:/MassCenter DataORG/DropletMSProject.7pj/190201.7fl\Data008.7rw,190201_008_0.3,bd10hg15ss05,1,,,,,0.002544076,,0.230789413,,,
